step,epoch,train_loss,train_ce,train_ppl,train_bpc,val_loss,val_ppl,val_bpc,grad_norm_total,grad_norm_mu,grad_norm_sigma,grad_norm_phi,grad_norm_ffn,grad_norm_other,lr_current,tokens_per_sec,step_time,beta_loss,attention_entropy,attention_concentration
100,5.477570171782078e-05,9.169708251953125,9.169708251953125,9601.822968235207,13.229092621491379,,,,0.856619321312716,0.0,0.0,0.0,0.122669096297262,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
200,0.00010955140343564156,7.510143756866455,7.510143756866455,1826.4760924242048,10.834847154394444,,,,0.34291025506697587,0.0,0.0,0.0,0.07526894355483385,0,0.0,262060.0269078817,0.031260013580322266,0,0,0
300,0.00016432710515346235,7.204710483551025,7.204710483551025,1345.7550144218192,10.39420008565979,,,,0.26449192875710253,0.0,0.0,0.0,0.08055594458831776,0,0.0,524096.0702867602,0.015630722045898438,0,0,0
400,0.00021910280687128313,7.0267839431762695,7.0267839431762695,1126.402205237093,10.1375063482186,,,,0.3182479586313708,0.0,0.0,0.0,0.09845144812903489,0,0.0,524120.0538157634,0.015630006790161133,0,0,0
500,0.0002738785085891039,6.791025638580322,6.791025638580322,889.8257335735257,9.797379011329637,,,,0.32113740859447437,0.0,0.0,0.0,0.0938174858423558,0,0.0,262058.02820424817,0.03126025199890137,0,0,0
600,0.0003286542103069247,6.686793327331543,6.686793327331543,801.7471848668922,9.647003572790629,,,,0.333759035022229,0.0,0.0,0.0,0.09837844059096783,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
700,0.00038342991202474546,6.610445976257324,6.610445976257324,742.8142223634287,9.536857628010845,,,,0.34355999323008213,0.0,0.0,0.0,0.10931380489484233,0,0.0,524128.0488132284,0.01562976837158203,0,0,0
800,0.00043820561374256626,6.445827960968018,6.445827960968018,630.068132880869,9.299364033711978,,,,0.35130688628392354,0.0,0.0,0.0,0.1050803744869629,0,0.0,262062.02564200346,0.031259775161743164,0,0,0
900,0.0004929813154603871,6.370467185974121,6.370467185974121,584.330756265985,9.190641417350735,,,,0.37415592413403354,0.0,0.0,0.0,0.11811245398668571,0,0.0,524112.05906220444,0.015630245208740234,0,0,0
1000,0.0005477570171782078,6.2429962158203125,6.2429962158203125,514.397450072487,9.00673968085253,6.2213122534751895,503.36322021484375,8.975456335910398,0.3751726704778576,0.0,0.0,0.0,0.10738187440875376,0,0.0,524104.0645525405,0.015630483627319336,0,0,0
1100,0.0006025327188960286,6.279832363128662,6.279832363128662,533.6991886638795,9.05988300789974,,,,0.401214577528511,0.0,0.0,0.0,0.12666621578974158,0,0.0,524136.04405461065,0.01562952995300293,0,0,0
1200,0.0006573084206138494,6.191897392272949,6.191897392272949,488.7726203491782,8.933019661525488,,,,0.42391631270269875,0.0,0.0,0.0,0.1327381406046242,0,0.0,524144.0395399213,0.015629291534423828,0,0,0
1300,0.0007120841223316702,6.170379161834717,6.170379161834717,478.36745038782766,8.901975417183545,,,,0.3988239722061102,0.0,0.0,0.0,0.115422387698068,0,0.0,262058.02820424817,0.03126025199890137,0,0,0
1400,0.0007668598240494909,5.953513145446777,5.953513145446777,385.10389131109963,8.58910389080332,,,,0.4330829700454291,0.0,0.0,0.0,0.12788567640088483,0,0.0,262060.0269078817,0.031260013580322266,0,0,0
1500,0.0008216355257673118,6.063869953155518,6.063869953155518,430.03644166529403,8.748315110013056,,,,0.4497384986090371,0.0,0.0,0.0,0.14039203879888326,0,0.0,262066.0232017146,0.03125929832458496,0,0,0
1600,0.0008764112274851325,6.077674865722656,6.077674865722656,436.0142235869015,8.768231388913573,,,,0.45724433728435976,0.0,0.0,0.0,0.14768160812266048,0,0.0,262066.0232017146,0.03125929832458496,0,0,0
1700,0.0009311869292029533,5.92645263671875,5.92645263671875,374.82252104225705,8.550063829057462,,,,0.4438420650086924,0.0,0.0,0.0,0.13678125161555843,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
1800,0.0009859626309207741,5.923224925994873,5.923224925994873,373.6146527449091,8.5454072268027,,,,0.4643918628410175,0.0,0.0,0.0,0.1387571611763906,0,0.0,524112.05906220444,0.015630245208740234,0,0,0
1900,0.0010407383326385949,5.91425895690918,5.91425895690918,370.27980771741136,8.532472067666008,,,,0.48550883363439473,0.0,0.0,0.0,0.14259333424292672,0,0.0,524144.0395399213,0.015629291534423828,0,0,0
2000,0.0010955140343564156,5.9020562171936035,5.9020562171936035,365.78883640678583,8.514867235593087,5.778302400112152,323.2099609375,8.336328217398597,0.4773180437747225,0.0,0.0,0.0,0.15565935913569873,0,0.0,262058.02820424817,0.03126025199890137,0,0,0
2100,0.0011502897360742364,5.841073036193848,5.841073036193848,344.14842632591956,8.426887102787106,,,,0.49366137590830833,0.0,0.0,0.0,0.15457045812924344,0,0.0,262062.02564200346,0.031259775161743164,0,0,0
2200,0.0012050654377920571,5.859715461730957,5.859715461730957,350.62436377538467,8.453782437659635,,,,0.47467785723875255,0.0,0.0,0.0,0.14917572173376686,0,0.0,262068.02202730533,0.03125905990600586,0,0,0
2300,0.0012598411395098779,5.777164459228516,5.777164459228516,322.84245836246345,8.334686515728949,,,,0.5022744887223427,0.0,0.0,0.0,0.16718979646905938,0,0.0,262070.0208833871,0.03125882148742676,0,0,0
2400,0.0013146168412276988,5.663608551025391,5.663608551025391,288.18670490863354,8.17085997010066,,,,0.5046416646926213,0.0,0.0,0.0,0.16820383856346682,0,0.0,262060.0269078817,0.031260013580322266,0,0,0
2500,0.0013693925429455196,5.789470195770264,5.789470195770264,326.83981737942895,8.352439940812216,,,,0.5159365467738599,0.0,0.0,0.0,0.1608089543866346,0,0.0,524104.0645525405,0.015630483627319336,0,0,0
2600,0.0014241682446633403,5.711599826812744,5.711599826812744,302.3543962292372,8.240096745685008,,,,0.5136439257116927,0.0,0.0,0.0,0.1627262217755123,0,0.0,262068.02202730533,0.03125905990600586,0,0,0
2700,0.001478943946381161,5.58685302734375,5.58685302734375,266.89438740110427,8.06012515672432,,,,0.5017830506184906,0.0,0.0,0.0,0.15988330896219016,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
2800,0.0015337196480989818,5.708468914031982,5.708468914031982,301.4092313722194,8.235579793342747,,,,0.501365675217011,0.0,0.0,0.0,0.16829680460973429,0,0.0,262066.0232017146,0.03125929832458496,0,0,0
2900,0.0015884953498168026,5.560701370239258,5.560701370239258,260.005132248823,8.022396290708642,,,,0.500463067228475,0.0,0.0,0.0,0.16801584308443085,0,0.0,262060.0269078817,0.031260013580322266,0,0,0
3000,0.0016432710515346235,5.617815017700195,5.617815017700195,275.2872279046442,8.104793866667617,5.5138075268268585,248.09390258789062,7.954742775369349,0.49862947317757367,0.0,0.0,0.0,0.16867008157789856,0,0.0,262068.02202730533,0.03125905990600586,0,0,0
3100,0.0016980467532524443,5.628481864929199,5.628481864929199,278.2393918579591,8.12018287426682,,,,0.5082981382535553,0.0,0.0,0.0,0.17680157685759162,0,0.0,524152.0352691715,0.015629053115844727,0,0,0
3200,0.001752822454970265,5.403326988220215,5.403326988220215,222.1442594600992,7.795353050206803,,,,0.5297858118855352,0.0,0.0,0.0,0.1803142962032746,0,0.0,524144.0395399213,0.015629291534423828,0,0,0
3300,0.0018075981566880858,5.611333847045898,5.611333847045898,273.5088137297977,8.095443513905508,,,,0.5075196180780455,0.0,0.0,0.0,0.18047252831369298,0,0.0,524136.04405461065,0.01562952995300293,0,0,0
3400,0.0018623738584059065,5.719701766967773,5.719701766967773,304.81400379541685,8.251785374568248,,,,0.5154765022265516,0.0,0.0,0.0,0.17225307547263222,0,0.0,262066.0232017146,0.03125929832458496,0,0,0
3500,0.0019171495601237273,5.611579895019531,5.611579895019531,273.57611829892346,8.095798486096887,,,,0.5436388773246577,0.0,0.0,0.0,0.18438093308845166,0,0.0,262072.01976996064,0.031258583068847656,0,0,0
3600,0.0019719252618415482,5.502627372741699,5.502627372741699,245.33567448222587,7.938613222514316,,,,0.5145461390203626,0.0,0.0,0.0,0.17716302130008782,0,0.0,262124.0015257625,0.031252384185791016,0,0,0
3700,0.0020267009635593688,5.628714084625244,5.628714084625244,278.3040120277118,8.120517896470702,,,,0.5286553179330858,0.0,0.0,0.0,0.18580666866464424,0,0.0,262066.0232017146,0.03125929832458496,0,0,0
3800,0.0020814766652771897,5.526487350463867,5.526487350463867,251.25977157652105,7.973035894049808,,,,0.5113272301845845,0.0,0.0,0.0,0.18058481788225042,0,0.0,262062.02564200346,0.031259775161743164,0,0,0
3900,0.0021362523669950103,5.5554094314575195,5.5554094314575195,258.63283526439307,8.014761636871539,,,,0.5262667724046244,0.0,0.0,0.0,0.1914235533721512,0,0.0,262060.0269078817,0.031260013580322266,0,0,0
4000,0.0021910280687128312,5.543365001678467,5.543365001678467,255.53643486246665,7.997385197758964,5.344781103134156,209.51197814941406,7.71088919212869,0.5182618134362493,0.0,0.0,0.0,0.18351772504840327,0,0.0,262068.02202730533,0.03125905990600586,0,0,0
4100,0.002245803770430652,5.551203727722168,5.551203727722168,257.54738632132046,8.008694088949099,,,,0.5327943934253794,0.0,0.0,0.0,0.19544498931470441,0,0.0,262066.0232017146,0.03125929832458496,0,0,0
4200,0.0023005794721484727,5.422511100769043,5.422511100769043,226.4470404914857,7.8230298742448525,,,,0.5619307758395361,0.0,0.0,0.0,0.1961075936299018,0,0.0,524136.04405461065,0.01562952995300293,0,0,0
4300,0.0023553551738662937,5.50303316116333,5.50303316116333,245.43524906008278,7.939198651457852,,,,0.5770417103702471,0.0,0.0,0.0,0.21690966447523533,0,0.0,262066.0232017146,0.03125929832458496,0,0,0
4400,0.0024101308755841142,5.471273899078369,5.471273899078369,237.76288584115773,7.893379721545586,,,,0.5471721905883723,0.0,0.0,0.0,0.19124778017509883,0,0.0,262062.02564200346,0.031259775161743164,0,0,0
4500,0.002464906577301935,5.373928546905518,5.373928546905518,215.70862677270108,7.752940064712224,,,,0.5505337770121602,0.0,0.0,0.0,0.20365332604554462,0,0.0,262070.0208833871,0.03125882148742676,0,0,0
4600,0.0025196822790197557,5.315685272216797,5.315685272216797,203.50392094027185,7.668912781153673,,,,0.5689604701619129,0.0,0.0,0.0,0.21339770224639823,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
4700,0.0025744579807375767,5.503627300262451,5.503627300262451,245.58111506590964,7.940055812989753,,,,0.5296829816651518,0.0,0.0,0.0,0.19611244084249083,0,0.0,262058.02820424817,0.03126025199890137,0,0,0
4800,0.0026292336824553977,5.317713260650635,5.317713260650635,203.91704330027468,7.6718385500101505,,,,0.5496438887420791,0.0,0.0,0.0,0.2005926387567369,0,0.0,262066.0232017146,0.03125929832458496,0,0,0
4900,0.002684009384173218,5.244651794433594,5.244651794433594,189.54980144102942,7.566433135018749,,,,0.5469419067285374,0.0,0.0,0.0,0.19503453232257525,0,0.0,262060.0269078817,0.031260013580322266,0,0,0
5000,0.002738785085891039,5.402986526489258,5.402986526489258,222.06864071437622,7.794861867755938,5.231977734565735,187.16262817382812,7.548148331699459,0.5671375880041057,0.0,0.0,0.0,0.21435365313227556,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
5100,0.0027935607876088597,5.226239204406738,5.226239204406738,186.0916332732453,7.539869382697083,,,,0.5723520850949291,0.0,0.0,0.0,0.21602618103134844,0,0.0,524104.0645525405,0.015630483627319336,0,0,0
5200,0.0028483364893266807,5.425078392028809,5.425078392028809,227.02914289282396,7.826733692613834,,,,0.572235796197869,0.0,0.0,0.0,0.22001701624695744,0,0.0,524112.05906220444,0.015630245208740234,0,0,0
5300,0.0029031121910445016,5.3954973220825195,5.3954973220825195,220.4117354671723,7.784057229698133,,,,0.5729093968095208,0.0,0.0,0.0,0.2122321938217869,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
5400,0.002957887892762322,5.39724063873291,5.39724063873291,220.79631804275698,7.786572303984351,,,,0.5821291177534478,0.0,0.0,0.0,0.23073256471954937,0,0.0,262056.02953110222,0.03126049041748047,0,0,0
5500,0.003012663594480143,5.342040061950684,5.342040061950684,208.93852333040192,7.706934705606423,,,,0.5655275453753248,0.0,0.0,0.0,0.20740517188028512,0,0.0,262066.0232017146,0.03125929832458496,0,0,0
5600,0.0030674392961979637,5.337805271148682,5.337805271148682,208.05558324640498,7.700825193917172,,,,0.5579961840615653,0.0,0.0,0.0,0.20826292411504885,0,0.0,262054.03088844314,0.03126072883605957,0,0,0
5700,0.0031222149979157846,5.444735527038574,5.444735527038574,231.53603659263243,7.855092943810508,,,,0.5928270658640726,0.0,0.0,0.0,0.21493380981231405,0,0.0,262066.0232017146,0.03125929832458496,0,0,0
5800,0.003176990699633605,5.238160610198975,5.238160610198975,188.32338351689256,7.557068335713968,,,,0.5798144053817426,0.0,0.0,0.0,0.22027219576764218,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
5900,0.003231766401351426,5.328652381896973,5.328652381896973,206.15996197438176,7.687620365983926,,,,0.5800459186202868,0.0,0.0,0.0,0.21760550436770024,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
6000,0.003286542103069247,5.200534820556641,5.200534820556641,181.36921592600078,7.502785795587441,5.147387330532074,171.98159790039062,7.426110175293303,0.5731612996801674,0.0,0.0,0.0,0.23176016524766557,0,0.0,262060.0269078817,0.031260013580322266,0,0,0
6100,0.0033413178047870676,5.273989677429199,5.273989677429199,195.19316879301547,7.60875875332669,,,,0.5557116831128497,0.0,0.0,0.0,0.2132638889131316,0,0.0,524104.0645525405,0.015630483627319336,0,0,0
6200,0.0033960935065048886,5.371397018432617,5.371397018432617,215.16324485836094,7.749287841138501,,,,0.5994816726486494,0.0,0.0,0.0,0.24925594103435142,0,0.0,262062.02564200346,0.031259775161743164,0,0,0
6300,0.003450869208222709,5.279729843139648,5.279729843139648,196.31683184816148,7.617040061931036,,,,0.5766353292523504,0.0,0.0,0.0,0.22274081967646953,0,0.0,262058.02820424817,0.03126025199890137,0,0,0
6400,0.00350564490994053,5.2325592041015625,5.2325592041015625,187.27145665336423,7.5489872149152255,,,,0.5739591308133926,0.0,0.0,0.0,0.22608040547879024,0,0.0,262060.0269078817,0.031260013580322266,0,0,0
6500,0.0035604206116583506,5.243614196777344,5.243614196777344,189.35322701153137,7.564936198025639,,,,0.5784543246325322,0.0,0.0,0.0,0.22768858574484807,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
6600,0.0036151963133761716,5.333457946777344,5.333457946777344,207.15306133792276,7.694553330605507,,,,0.5819599053669018,0.0,0.0,0.0,0.24384334290588364,0,0.0,262068.02202730533,0.03125905990600586,0,0,0
6700,0.0036699720150939925,5.409938335418701,5.409938335418701,223.61779795749962,7.804891208023654,,,,0.5820177244000109,0.0,0.0,0.0,0.23079466355165107,0,0.0,262058.02820424817,0.03126025199890137,0,0,0
6800,0.003724747716811813,5.265133857727051,5.265133857727051,193.47220480377464,7.595982506159394,,,,0.5870407232530983,0.0,0.0,0.0,0.24639438500517,0,0.0,262062.02564200346,0.031259775161743164,0,0,0
6900,0.003779523418529634,5.3525390625,5.3525390625,211.14372495174217,7.722081561633211,,,,0.5767718830230426,0.0,0.0,0.0,0.22992178332946844,0,0.0,524096.0702867602,0.015630722045898438,0,0,0
7000,0.0038342991202474546,5.273688316345215,5.273688316345215,195.13435403076704,7.6083239811853085,5.085698484182358,161.69285583496094,7.337111982586406,0.5591038403327745,0.0,0.0,0.0,0.2292688744768839,0,0.0,524120.0538157634,0.015630006790161133,0,0,0
7100,0.0038890748219652755,5.263388633728027,5.263388633728027,193.13484693695708,7.5934646801507615,,,,0.5735392423140165,0.0,0.0,0.0,0.22910980550536403,0,0.0,261982.10005108538,0.03126931190490723,0,0,0
7200,0.0039438505236830965,5.213902950286865,5.213902950286865,183.81006155452226,7.522071930055196,,,,0.5899528306346962,0.0,0.0,0.0,0.24551241393403175,0,0.0,262064.0244066142,0.03125953674316406,0,0,0
7300,0.0039986262254009175,5.170732498168945,5.170732498168945,176.04374198580476,7.459790132871738,,,,0.582852793867242,0.0,0.0,0.0,0.2307976931240708,0,0.0,262062.02564200346,0.031259775161743164,0,0,0
7400,0.0040534019271187376,5.2625322341918945,5.2625322341918945,192.96951714791118,7.5922291567869635,,,,0.5904241814647135,0.0,0.0,0.0,0.235478451154681,0,0.0,262060.0269078817,0.031260013580322266,0,0,0
